rank,Youtuber,subscribers,video views,video count,category,started,year,freq_m
192,Joel Osteen - En Español,542000,94970289,258,Nonprofits & Activism,2018,5.5,3.9090909090909087
193,Andres Bisonni,540000,48207738,231,Nonprofits & Activism,2006,17.5,1.0999999999999999
194,FEBtv,535000,43538053,4582,Nonprofits & Activism,2011,12.5,30.546666666666667
195,"R G D NEWs - Новости, факты, события",533000,20384196,314,Nonprofits & Activism,2016,7.5,3.488888888888889
196,असली प्रैक्टिकल ज्ञान,532000,44759369,595,Nonprofits & Activism,2012,11.5,4.311594202898551
197,RZIM HQ,531000,19343588,496,Nonprofits & Activism,2007,16.5,2.505050505050505
198,BAPSChannel,530000,220885505,5865,Nonprofits & Activism,2008,15.5,31.532258064516128
199,CBSJOY,526000,183150635,5853,Nonprofits & Activism,2011,12.5,39.02
200,Сiekawostki ze świata,526000,233234188,395,Nonprofits & Activism,2018,5.5,5.984848484848484
201,ЛЕВ_ПРОТИВ,523000,48851110,39,Nonprofits & Activism,2015,8.5,0.38235294117647056
202,ஆனந்த வாழ்வியல்,522000,37893345,1059,Nonprofits & Activism,2015,8.5,10.382352941176471
203,Judicial Watch,522000,115601528,5377,Nonprofits & Activism,2006,17.5,25.604761904761904
204,heartfulness,520000,69939062,1531,Nonprofits & Activism,2015,8.5,15.009803921568627
205,Ольга Шарий,514000,97867335,503,Nonprofits & Activism,2013,10.5,3.992063492063492
206,СтройХлам,512000,75489145,174,Nonprofits & Activism,2016,7.5,1.9333333333333333
207,Sachin Goyal,510000,32877256,296,Nonprofits & Activism,2007,16.5,1.4949494949494948
208,TEDxYouth,502000,44797191,4439,Nonprofits & Activism,2010,13.5,27.401234567901238
209,Pakistan Central,500000,17788928,760,Nonprofits & Activism,2017,6.5,9.743589743589743
210,La Rosa de Guadalupe,497000,137651290,399,Nonprofits & Activism,2016,7.5,4.433333333333334
211,Салюс,496000,102706774,721,Nonprofits & Activism,2017,6.5,9.243589743589743
212,Cuda Świata,493000,224891518,426,Nonprofits & Activism,2012,11.5,3.0869565217391304
213,RAETV - Rede Amigo Espírita TV,492000,66496649,38435,Nonprofits & Activism,2006,17.5,183.02380952380952
214,Hinduism മലയാളം,492000,33141549,5003,Nonprofits & Activism,2016,7.5,55.588888888888896
215,Ministério da Saúde,489000,3836073,425,Nonprofits & Activism,2011,12.5,2.8333333333333335
216,prosperidaduniversal,486000,76245549,229,Nonprofits & Activism,2009,14.5,1.3160919540229885
217,林辰Buchi,483000,36479826,243,Nonprofits & Activism,2008,15.5,1.3064516129032258
218,СБ ТВ,477000,328394514,9303,Nonprofits & Activism,2014,9.5,81.60526315789474
219,Bethel,477000,68893658,1460,Nonprofits & Activism,2008,15.5,7.849462365591397
220,FR DANIEL POOVANNATHIL OFFICIAL,473000,105901130,1000,Nonprofits & Activism,2017,6.5,12.82051282051282
221,General Conference,465000,85269201,5484,Nonprofits & Activism,2011,12.5,36.56
222,Исцеление Звуком,465000,69520089,773,Nonprofits & Activism,2013,10.5,6.134920634920635
223,Marvel Studios Movies,455000,146636339,496,Nonprofits & Activism,2011,12.5,3.3066666666666666
224,TrashSmash,454000,32725757,60,Nonprofits & Activism,2011,12.5,0.39999999999999997
225,Суспільне Новини,453000,201788679,45167,Nonprofits & Activism,2014,9.5,396.20175438596493
226,Therapy Massage,452446,1240657,12,Nonprofits & Activism,2017,6.5,0.15384615384615385
227,VDSIS - Von der Strasse ins Studio,452000,207646884,579,Nonprofits & Activism,2012,11.5,4.195652173913044
228,Шапка Ушанка,451000,345004,4,Nonprofits & Activism,2016,7.5,0.044444444444444446
229,Sermsin เสริมสิน,448000,79122325,22,Nonprofits & Activism,2017,6.5,0.28205128205128205
230,Earthling Ed,448000,50911751,304,Nonprofits & Activism,2015,8.5,2.980392156862745
231,Құралай Ханым,448000,32341212,784,Nonprofits & Activism,2018,5.5,11.878787878787877
232,МИРадио инфо,448000,60613719,583,Nonprofits & Activism,2013,10.5,4.626984126984127
233,gatewaychurchtv,448000,78190457,2197,Nonprofits & Activism,2011,12.5,14.646666666666667
234,Sri Sathya Sai Official,447000,116498875,3729,Nonprofits & Activism,2012,11.5,27.02173913043478
235,Northmen,447000,60618594,86,Nonprofits & Activism,2012,11.5,0.6231884057971014
236,Jannah TV,444000,48698256,612,Nonprofits & Activism,2015,8.5,6.0
237,Sky Tip Top CD Official,441000,117444034,454,Nonprofits & Activism,2018,5.5,6.878787878787879
238,PRESSA 24,436000,3640969,28,Nonprofits & Activism,2018,5.5,0.42424242424242425
239,News-Front,436000,467947015,36989,Nonprofits & Activism,2014,9.5,324.46491228070175
240,Катя,434000,66551,1,Nonprofits & Activism,2011,12.5,0.006666666666666667
241,Uebert Angel,432000,60419484,882,Nonprofits & Activism,2008,15.5,4.741935483870968
242,EbenezerHon,431000,93136703,4625,Nonprofits & Activism,2011,12.5,30.833333333333332
243,DikhTv Music Channel,431000,250405106,562,Nonprofits & Activism,2012,11.5,4.072463768115942
244,أ.د. طارق الحبيب,431000,37791422,1088,Nonprofits & Activism,2011,12.5,7.253333333333334
245,Teleton AACD,430000,89838320,1704,Nonprofits & Activism,2010,13.5,10.518518518518519
246,Quoc Vo News,429000,44312226,1623,Nonprofits & Activism,2007,16.5,8.196969696969697
247,เป็นหนึ่ง แล้ว ครับผม Thailand fishing lure,428000,125297703,1942,Nonprofits & Activism,2012,11.5,14.072463768115943
248,UNESCO,424000,125762706,9707,Nonprofits & Activism,2006,17.5,46.22380952380953
249,Aljazeera Uz,420000,67456909,980,Nonprofits & Activism,2017,6.5,12.564102564102564
250,Brasil Boa Nova (Cura e Libertação),419000,12951489,3181,Nonprofits & Activism,2011,12.5,21.206666666666667
251,Dr Tool Hacker,416000,148173030,648,Nonprofits & Activism,2016,7.5,7.2
252,Moon Cds Corner,414000,151297430,781,Nonprofits & Activism,2014,9.5,6.850877192982456
253,Missionário RR Soares,413000,93668607,17124,Nonprofits & Activism,2011,12.5,114.16000000000001
254,Diário do Atirador,408000,41030480,748,Nonprofits & Activism,2014,9.5,6.561403508771931
255,Dr Pastor Paul Enenche,408000,63737306,1405,Nonprofits & Activism,2014,9.5,12.324561403508772
256,Creflo Dollar Ministries,406000,80806970,2884,Nonprofits & Activism,2009,14.5,16.57471264367816
257,The Ink of scholars channel,406000,52650263,449,Nonprofits & Activism,2010,13.5,2.771604938271605
258,Verâ,405000,138381740,159,Nonprofits & Activism,2012,11.5,1.1521739130434783
259,Josephat Gwajima RudishaTv,404000,49042795,2879,Nonprofits & Activism,2010,13.5,17.771604938271604
260,القبطان,403000,87074259,490,Nonprofits & Activism,2011,12.5,3.266666666666667
261,NOEL DÍAZ,402000,51577879,6536,Nonprofits & Activism,2011,12.5,43.57333333333333
262,Vaseslav,401000,185658840,289,Nonprofits & Activism,2008,15.5,1.553763440860215
263,الجبل,398000,105084639,1149,Nonprofits & Activism,2013,10.5,9.119047619047619
264,Sean Pinder,397000,80773057,3131,Nonprofits & Activism,2010,13.5,19.32716049382716
265,Patiiz PTZ,397000,36985078,626,Nonprofits & Activism,2013,10.5,4.968253968253968
266,BULAK NEWS,396000,2769010,398,Nonprofits & Activism,2014,9.5,3.4912280701754383
267,Melonpan,396000,37444337,174,Nonprofits & Activism,2006,17.5,0.8285714285714286
268,Jesse Lee Peterson,395000,76522954,3380,Nonprofits & Activism,2009,14.5,19.42528735632184
269,Jentezen Franklin,395000,34206288,986,Nonprofits & Activism,2012,11.5,7.144927536231884
270,The Atheist Experience,393000,222501753,6041,Nonprofits & Activism,2008,15.5,32.47849462365591
271,mantrascience,392000,107944290,1227,Nonprofits & Activism,2012,11.5,8.891304347826088
272,Posso Processar?,392000,15227987,325,Nonprofits & Activism,2016,7.5,3.611111111111111
273,LAMA TUBE DZ,389000,13145137,97,Nonprofits & Activism,2016,7.5,1.0777777777777777
274,Predestinado,387000,149995570,1182,Nonprofits & Activism,2011,12.5,7.88
275,Kenneth Copeland Ministries,387000,99044143,5967,Nonprofits & Activism,2009,14.5,34.293103448275865
276,Hrach Muradyan,386000,419542800,7873,Nonprofits & Activism,2011,12.5,52.48666666666667
277,Starbucks Coffee,385000,172972654,677,Nonprofits & Activism,2005,18.5,3.0495495495495497
278,ทนายคู่ใจ,385000,40879698,1512,Nonprofits & Activism,2013,10.5,12.0
279,E;R,384000,53877475,61,Nonprofits & Activism,2015,8.5,0.5980392156862745
280,shaposhnikov news,383000,171229140,1481,Nonprofits & Activism,2008,15.5,7.962365591397849
281,Bi Bars Raimbekov,382000,83993862,243,Nonprofits & Activism,2014,9.5,2.131578947368421
282,OKTAGON MMA,380000,232060560,2532,Nonprofits & Activism,2017,6.5,32.46153846153846
283,충주시,379000,126408814,220,Nonprofits & Activism,2019,4.5,4.0740740740740735
284,RCCG,376000,43453193,2416,Nonprofits & Activism,2013,10.5,19.174603174603174
285,To Interesujące,375000,161977319,492,Nonprofits & Activism,2016,7.5,5.466666666666666
286,Richard Dawkins Foundation for Reason & Science,374000,47243588,288,Nonprofits & Activism,2007,16.5,1.4545454545454544
